,original_text,disfluent_text,binary_label,token_tags
10,"有空的时候，带到学校里多走走和他们的老师多联系，联系使他的学习成绩更好。
","那么有空的时候呢，带到学校里呢多走走和他们的老师呢多联系，联系那使他的这个学习成绩呢就是更好。
",D,"['D', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F']"
11,"这一次，他们的期中考试成绩单出来了，他数学考了九十四分，语文考了八十一分。
","这一次，这个他们的期中考试呢成绩单出来了，他呢数学考了九十四分，语文呢考了八十一分。
",D,"['F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
12,"他的数学本身好得满分的。
","他的数学数学呢本身呢应该是好得满分的。
",D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
13,"他审题不清，他用一元一次方程做，他做了两元一次方程了。
","他就是说审题不清，就是叫他呢就是说用一元一次方程做呢，他做了两元一次方程了。
",D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
14,"是对的，但是不符合题意。
","是对的，但是呢不符合题意。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
15,"我知道了以后跟他说，他还不接受。
","所以说呢就是说我知道了以后呢跟他说，他呢还不接受。
",D,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
16,"他说答案答案对了，为什么说不行，我跟他说，老师试题怎么出的，你就应该怎么做。
","他说答案答案对了，为什么说不行，我跟他说这就是说，老师呃试题怎么出的，你就应该怎么做。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
17,"昨天晚上跟他说了很长一段时间，他总算听进去了。
","呃昨天晚上呢跟他说了很长一段时间，他呢总算听进去了。
",D,"['D', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
18,"我跟他，制定了一些目标，叫他在期末考试的时候，争取拿到年级组的前六名。
","我呢跟他呢，就是说制制定了一些这个目标，叫他呢就是说在这个期末考试的时候呢，争取拿到年级组的前六名。
",D,"['F', 'D', 'F', 'F', 'D', 'F', 'D', 'D', 'D', 'F', 'D', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
19,"我现在打的游戏是叫骑士。
","我现在打的这个游戏是叫骑士。
",D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
20,"我现在是在我三十八级装备。
","恩我现在是在我三十八级装备嘛。
",D,"['D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F']"
21,"比较好是加六的。
","耳环比较好嘛是这个加六的。
",D,"['D', 'D', 'F', 'F', 'F', 'D', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
22,"两个戒指是地精的，全部都是加的。
","恩两个戒指嘛是地精的，全部都是加的。
",D,"['D', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
23,"身上的衣服是铁皮的，铁皮加的也很厉害。
","身上的衣服嘛是铁皮的，铁皮加的也很厉害。
",D,"['F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
24,"一把弓是金钢弓加六的，幺零四攻击力。
","一把弓嘛是金钢弓加六的，幺零四攻击力。
",D,"['F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
25,"从正常来讲，我这个装备还算可以。
","恩从这个正常来讲呢，我这个装备还算可以。
",D,"['D', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
26,"但是离顶级装备还有点距离。
","但是离顶级装备呢还有点距离。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
27,"我准备在下一步再去买一点生命戒指。
","我准备在下一步呢再去买一点这个生命戒指。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
28,"生命戒指比地精戒指，生命力高得多。
","生命戒指比地精戒指呢，这个生命力血要高得多。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'D', 'D', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
29,"花六百多万再去买六百点的点数卡。
","花六百多万再去买买六百点的点数卡。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
30,"打游戏又要钱，又要花电脑钱，又要买点数卡，不如省一点，用骑士币去买一点点数卡。
","这个打游戏又要钱，又要花电脑钱，又要买这个点数卡，不如省一点，用这个骑士币去买一点这个点数卡。
",D,"['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
31,"这样的话就会很省钱。
","这样的话就会呃很省钱。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F']"
32,"我准备到国站去打狩手骗贡献度。
","我准备这个到国站去去打狩手骗骗贡献度。
",D,"['F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F']"
33,"如果我的贡献度达到六万的话，那么我这样下去袖标上就可以发黄。
","如果说我的贡献度达到六万的话，那么我这样下去就可以袖标上就可以发黄。
",D,"['F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
34,"在人家面前，我值得炫耀的一点就是贡献度很高。
","那么我就可以变成这个在人家面前呢，我就值得炫耀的一点就是这个贡献度就很高。
",D,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F']"
35,"现在我朋友四十七级，他们准备通五十级。
","现在我朋友呢四十七级，他们准备通五十级。
",D,"['F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
36,"我们坛现在有六个人，六个人有两个人是四十七级，还有两个人是三十几级，我是三十八级。
","我们这个坛呢现在有六个人，六个人嘛有两个人是四十七级，还有两个人是三十几级，我是三十八级。
",D,"['F', 'F', 'D', 'D', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
37,"要是弓箭射出去打到狩手，一箭可以伤掉它八百多的血，这样的话我打狩手就很方便。
","要是弓箭射出去的话可以打到狩手，可以一箭可以伤掉它八百多的血，这样的话我就可以打狩手就很方便。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
38,"礼拜六去打国战，这样就可以打狩手，打的狩手多了，就可以骗很多的经验值。
","礼拜六我准备去打这个国战礼拜六去打国战，这样就可以打狩手，打了打的狩手多了，就可以骗很多的经验值。
",D,"['F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'D', 'D', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
39,"我和我朋友再准备花一亿三去买一个叫生命的腰带，生命腰带血加很多，这样狩手打我就很困难。
","我和我朋友再准备买再准备花一亿三去买一个叫生命的腰带，这样呢腰带的话就可以生命腰带的话这个血加很多，这样的话狩手打我就很就很困难。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F']"
40,"我现在的衣服是铁皮的，我准备去换一套角质的，换角质的唯一的缺点要加体质。
","我现在的衣服呢是铁皮的，我准备去换一套这个角质的，换角质的呢唯一的缺点呢要加体质。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
41,"现在我的体质很低，我准备加一下体质，把点数改一下。
","现在我的体质呢很低，我准备我准备加一下体呃体质，把这个点数改一下。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
42,"但改一下点数需要五百多万没有这么多骑士币。
","但改一下点数呢需要五百多万没有这么多骑士币。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
43,"我准备到春节或者到一月一号免费改一点，我再去改一点。
","那么我准备到这个春节呀或者到一月一号免费改一点，我再去再去改一点。
",D,"['D', 'D', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
44,"我再去买两把幻想加六的，这样每一把的攻击力达到八十八，两把就很厉害了。
","我再去买两把幻想加六的，这样每一把的攻击力达到八十八，两两把嘛就很厉害了。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
45,"这样打狩手一刀一个。
","这样打狩手嘛一刀一个。
",D,"['F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
46,"是打的狗，狗，打一个狗可以出很多高卷。
","是那个打的狗，那个狗嘛，打一个狗可以出很多高卷。
",D,"['F', 'D', 'D', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
47,"出了高卷以后，一个一本高卷就是一百多万。
","这样出了高卷以后，一个一本高卷就是一百多万。
",D,"['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
48,"这样的话就可以打很多高卷的话就可以卖很多的钱。
","这样的话呢就可以打很多打很多高卷的话就可以卖很多的钱。
",D,"['F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
49,"然后再去打蛇，经常出戒指，出弓，还有出很多值钱的东西。
","然后再去打蛇蛇嘛，经常出这个出这个戒指啊，出弓啊，还有出很多值钱的东西。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
50,"每一样，总归有两三万，这样打的话就很多。
","每一样嘛，总归有两三万，这样打的话就很多。
",D,"['F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
51,"然后再到礼拜六，打不动的话，就准备用外挂。
","然后再到礼拜六，如果说打不动的话，就准备用外挂。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
52,"把它放在小鬼村那边，让它自己打小鬼，打一个小鬼，一千多一个晚上，总会可以打到五六百万。
","把它放在那个小鬼村那边，让它自己打小鬼，打一个小鬼嘛，一千多一个晚上嘛，总会可以打到五六百万。
",D,"['F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
53,"应该可以打，然后打到高卷再卖钱。
","应该可以打，然后打到高卷再卖钱。
",F,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
54,"这样就可以卖很多钱，就可以卖很多的顶级装备。
","这样就可以卖很这样很多钱，就可以卖很多的顶级装备。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
55,"这样的话我们在这个骑士里边也算是数一数二的了。
","这样的话我们在这个骑士里边呢也算是数一数二的了。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
56,"我是一名机务段的职工。
","我是一名机务段的职工。
",F,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
57,"我们的工作范围比较广，我们的工作就是在机车进入我们段之后，加油加水之后，机车上的故障由乘务员进行预报，然后我们上去进行维护与检修检修。
","我们的工作范围比较广，在我们的工作就是在机车进入我们段之后，加油加水之后，机车上的故障由乘务员进行预报，然后我们上去进行维护与检修检修。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
58,"的这一个工种的当中，检修常碰见的问题就是柴油机的波纹管螺丝比较厉害。
","在我的这一个工种的当中，检修常碰见的问题就是柴油机的波纹管螺丝松动比较厉害。
",D,"['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
59,"每次进来总会有七至八个松动，所以我们上去一般性在第一次紧紧固之后，技术要求规定第二次必须要更换，像这样不停的紧固才能保持工作状态下的螺丝，还有很多的故障及维修，我们都要亲自去检查亲自去验收，包括油管漏油也好，漏油。
","每次进来总会有七至八个松动，所以我们上去一般性在第一次紧紧固之后，呃技术要求要规定第二次必须要更换，像这样不停的紧固才能保持工作状态下的这样的螺丝，恩还有很多的故障及维修，我们都要亲自去检查亲自去验收，包括油管漏油也好，呃漏油。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F']"
60,"冒烟，有任何部件故障。
","呃冒烟，有任何部件故障。
",D,"['D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
61,"任何，或大或小，我们都要进行检修。
","任何呃，大或大或小，我们都要进行检修。
",D,"['F', 'F', 'D', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
62,"在工作当中最常见的就是油管漏油，像这种油管漏油，我们基本上是采取更换的处理方法，一般性更换比效果比较好。
","恩在工作当中最常见的就是油管漏油，像这种油油管漏油，我们基本上呃是把是采取更换的处理方法，一般性更换比效果比较好。
",D,"['D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
63,"在之后还有很多小的部件的，松动还有维修维护，我们都要进行检修。
","在之后还有很多小的部件的，呃松动还有维修维护，我们都要进行检修。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
64,"在工作当中，我们的工作环境比较比较差，在夏天温度又高，在夏天往往做一样物件，就会汉流夹背。
","在工作当中，我们的工作环境比较恩比较差，温度呃在夏天温度又高，在夏天往往做一一样物物件，就会恩汉流夹背。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
65,"我们的工人我们的师傅就在这样的工作条件下，坚持每日每夜二十四小时轮流不断的进行检修。
","在这样的工作条件下我们的工人我们的师傅就在这样的工作条件下，呃坚持每日每夜二十四小时轮流不断的进行检修。
",D,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
66,"保证这机车的质量和畅通。
","呃保证这机车的质量和畅通。
",D,"['D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
67,"在这样的工作条件中，我们养成了勤劳刻苦面对困难，不不退缩的优良传统。
","在这样的工作条件中，我们养成了勤劳刻苦面对困难，不呃不退缩的优良传统。
",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
68,"在这样的环工作环境中，我们吃苦耐劳，坚持不懈。
","在这样的环工作环境中，我们吃苦耐劳，坚持不懈。
",F,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
69,"像我们这样的工作性质必须要晚上值班，所以我们的生物钟得不到正常的调节。
","像我们这样的工作性质必须要晚上值班，所以我们的生物钟得不到正常的调节。
",F,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
