,original_text,disfluent_text,binary_label,token_tags
44,Did Davies and Baran collaborate at any point after they both developed this concept?,Did Davies and Baran propose uh instead collaborate at any point after they both developed this concept?,D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
45,What is another type of public key cryptography algorithm?,Which is or no rather what is another type of public key cryptography algorithm?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
46,What state constitutional amendments make reference to the government funding religious schools?,What state constitutional amendments make reference to the government funding private schools no no I mean religious schools?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
47,What did Neoclassical economics view the inequality in the distribution of income as being from?,What philosophy er what did Neoclassical economics view the inequality in the distribution of income as being from?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
48,"The Second Minister, Scottish cabinet ministers and whom sit in the front row in the debating chamber?","Why is the seating arrangement no no no the Second Minister, Scottish cabinet ministers and whom sit in the front row in the debating chamber?",D,"['D', 'D', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
49,Why is the Holocene not shown clearly on the first timeline?,Why is the Holocene not shown clearly on the first scale or uh timeline?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F']"
50,What did the ongoing Alpine orogeny cause before the Eocene?,What did the ongoing Upper Rhine uh rather Alpine orogeny cause before the Eocene?,D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
51,Why aren't the examples of bouregois architecture visible today?,Why is no why aren't the examples of bouregois architecture visible today?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
52,Global internet was help funded by what foundation?,CSNet no no I meant Global internet was help funded by what foundation?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
53,What comedian is also a university graduate?,What photographer uh no comedian is also a university graduate?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
54,Public and private funding led to what development?,Public and private funding led to what program no um development?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F']"
55,How did the black death make it to the Mediterranean and Europe?,How did the black death make it to the Mediterranean and America oops I mean Europe?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F']"
56,What is the process by which the antigen/antibody complex is processed in to peptides?,What is the process by which the antigen/antibody complex is binding no I mean processed in to peptides?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
57,What type of network does SITA HLN not use?,What type of network does ARPANET no make that SITA HLN not use?,D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
58,What gets smaller when a number is prime?,What gets smaller when a number is global ummm prime?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F']"
59,After which decade did modern styles give way to Gothic styles on campus?,After which decade did Ludwig Mies van der Rohe excuse me I mean modern styles give way to Gothic styles on campus?,D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
60,What is the name of one algebraic generalization Goldbach's conjecture has inspired?,What is the name of one algebraic generalization that prime numbers no Goldbach's conjecture has inspired?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
61,How did the Rhine extend watershed southward?,What period er how did the Rhine extend watershed southward?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
62,What system gives an organism long lasting immunity against a pathogen?,What response er like system gives an organism long lasting immunity against a pathogen?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
63,What year did Hoesung Lee become President?,When did no what year did Hoesung Lee become President?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
64,What was intent of Celeron's expedition?,How did  sorry What was intent of Celeron's expedition?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
65,What happens when tyrosinase is expressed at low levels?,"What happens when tyrosinase is expressed at normal, scratch that, low levels?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
66,What do partnering and construction management emphasize for the design-build process?,What helpser er what do partnering and construction management emphasize for the design-build process?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
67,What are the first buildings the university built knows as today?,Which or rather what are the first buildings the university built knows as today?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
68,What debate lasts for 55 minutes?,What does er uh what debate lasts for 55 minutes?,D,"['F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
69,What is the group called that does not agree with government at all?,What do  no What is the group called that does not agree with government at all?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
70,Brownlee argues disobedience can be justified toward what institutions?,Brownlee argues opposition or maybe disobedience can be justified toward what institutions?,D,"['F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
71,Building printing is making it possible to flexibly construct small commercial buildings and private habitations in what amount of time?,Building printing is being researched or rather making it possible to flexibly construct small commercial buildings and private habitations in what amount of time?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
72,The Rhine forms the border between Austria and what other country?,The Rhine joins no um forms the border between Liechtenstein no um Austria and what other country?,D,"['F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
73,What provides chemical protection to pathogens?,What provides respiratory tract secrete antimicrobial peptides no um chemical protection to pathogens?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
74,When was Zia-ul-Haq born?,What was er when was Zia-ul-Haq born?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
75,Which timeline is further expanded in the fourth scale?,Which timeline is further expanded in the second scale or make that the fourth scale?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
76,What network was designed by the french,What network was directed no designed by the french?,D,"['F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'D']"
77,How much bandwidth is dedicated for each communication session?,How  is packet switching characterized no wait just tell me how much bandwidth is dedicated for each communication session?,D,"['F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
78,When was the Gerald Ratner Athletics Center constructed?,How was the no uh make that when was  the Gerald Ratner Athletics Center constructed?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
79,What decreases with the increase of income inequality?,"What type of rates, uh no, actually I want to ask what decreases with the increase of income inequality?",D,"['F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
80,Imperialism is confused with what other term?,Colonialism is no imperialism is confused with what other term?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
81,What animal sometimes swims in the Rhine?,Which or no make that what animal sometimes swims in the Rhine?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
82,Which organization covers the cost of the President of the IPCC?,Which organization covers the cost of the Prime-minister sorry I mean President of the IPCC?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
83,When did the Roman empire fall?,When did the Roman empire accept as her Germanic frontier the water-boundary of the Rhine make that fall?fall?,D,"['F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'D', 'D']"
84,How many years could separate outbreaks of the black death?,When was no how many years could separate outbreaks of the black death?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
85,What the marginal utility of wealth per income per person do as that person becomes poorer?,What the marginal luxury sorry utility of wealth per income per person do as that person becomes poorer?,D,"['F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
86,What troops attacked Fort William Henry in early 1775?,"What troops attacked Fort William Henry in early 1757, sorry, 1775?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'F', 'F']"
87,What declined when Arab nationalism suffered?,What was or what declined when Arab nationalism suffered?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
88,What techniques did Chinese medicine include?,How many er what techniques did Chinese medicine include?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
89,What mechanisms do many species not utilize?,What is the system um mechanisms do many species not utilize?,D,"['F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
90,What is the most distinctive feature of ctenophora?,What is the most distinctive feature of cnidarian er sorry ctenophora?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F']"
91,When did the Jin dynasty begin?,"When did the Song dynasty begin, oh no the Jin dynasty actually, when did it begin?",D,"['F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F']"
92,What does the WG I Summary for Policymakers report say human activities are doing to greenhouse gases?,What does the WG I Summary for Policymakers report say increased greenhouse gases cause or rather human activities are doing to greenhouse gases?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
93,Where did Charles de Gaulle and the Free English run operations during World War 2?,How did no where did Charles de Gaulle and the Free English run operations during World War 2?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
94,What kind of focus has the Ethical Reasoning program had since 2007?,What kind of focus has the Ethical Reasoning program had since 2008 wait uh 2007?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F']"
95,What kind of measurements define accelerlations?,What kind of measurements describe the proportionality of acceleration force to mass make that define accelerlations?,D,"['F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
96,Which two codes were the roles of pharmacists destroyed?,Which organizational structure remained no just two codes were the roles of pharmacists destroyed?,D,"['F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
97,How many more flows carry insignificant amounts of water?,How much or uh how many more flows carry insignificant amounts of water?,D,"['F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
98,What members typically open debates?,What chambers sorry I mean members typically open debates?,D,"['F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']"
99,Why is there not a push for the U.S. to reduce consumer drug costs?,Why is there not a push for the U.S. to reduce prescription no consumer drug costs?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F']"
100,When did England formally end war on France?,When did Austria uh nevermind uh England formally end war on France?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
101,What is the French name for the Rhine?,What is the Dutch rather French name for the Rhine?,D,"['F', 'F', 'F', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
102,What is malum in se considerations?,How is or no rather what is malum in se considerations?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
103,What are the over 118 clubs run by students at the U of C called collectively?,What are the over 118 clubs run by religious groups no students at the U of C called collectively?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
104,What fields have lost influence over pharmacy in the United States?,What degree uh what fields have lost influence over pharmacy in the United States?,D,"['F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
105,What is the maximum distance between a patient's home and the nearest pharmacy that allows a physician in Austria to give out medicine?,What is the maximum distance between a patient's home and the nearest pharmacy that permits umm rather allows a physician in Austria to give out medicine?,D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
106,What is the confusion of the French and Indian war?,How was no what is the confusion of the French and Indian war?,D,"['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
107,Where does the jelly-like layer come from in complex animals?,What are Ctenophores and cnidarians classified as no change that to where does the jelly-like layer come from in complex animals?,D,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
108,What do public schools operate outside of in Germany?,How do or no rather what do public schools operate outside of in Germany?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
109,What do mesoglea adapt to when relying on brackish water?,When do scratch that what do mesoglea adapt to when relying on brackish water?,D,"['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
110,What are analog models often considered as compared to orogenic wedges?,"What are analog models often considered as compared to horizontal layers of sand, no sorry, of orogenic wedges?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
111,When was the divestment from South Africa movement?,When was the blockade or uh  divestment from South Africa movement?,D,"['F', 'F', 'F', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']"
112,28' is the minimum size of what?,25' hold on 28' is the minimum size of what?,D,"['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
113,What patrols the body looking for phagocytes?,What feature performs no no sorry what patrols the body looking for phagocytes?,D,"['F', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
114,What relationship do finance initiatives involve?,Which or no make that what relationship do finance initiatives involve?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
115,What is the name of the American writer and satirist who is also a university alumni?,Which is the no rather what is the name of the American writer and satirist who is also a university alumni?,D,"['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
116,Who does Sophocles defy?,Who does Thebes actually no who does Sophocles defy?,D,"['F', 'F', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F']"
117,What issues were not addressed in the Treaty of Aix-la-Chapelle?,"What issues were not addressed in the Treaty of the Atlantic, oops make the the Treaty of Aix-la-Chapelle?",D,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F']"
